 4_pct
 0.868
 0.857
 0.819
 0.863
 0.86
 0.869
 0.901
 0.879
 0.885
 0.842
 0.822
 0.832
 0.86
 0.796
 0.864
 0.867
 0.876
 0.813
 0.837
 0.865
 0.867
 0.822
 0.912
 0.847
 0.84
 0.86
 0.865
 0.839
 0.843
 0.866
 0.848
 0.878
 0.851
 0.865
 0.841
 0.866
 0.863
 0.866
 0.821
 0.855
 0.844
 0.863
 0.858
 0.854
 0.876
 0.834
 0.894
 0.847
 0.861
 0.872
 0.835
 0.852
 0.856
 0.852
 0.842
 0.89
 0.827
 0.858
 0.846
 0.847
 0.852
 0.86
 0.849
 0.838
 0.841
 0.879
 0.82
 0.859
 0.835
 0.874
 0.906
 0.824
 0.837
 0.863
 0.891
 0.85
 0.857
 0.868
 0.851
 0.881
 0.83
 0.855
 0.859
 0.824
 0.857
 0.878
 0.874
 0.874
 0.884
 0.864
 0.834
 0.857
 0.851
 0.86
 0.838
 0.835
 0.836
 0.839
 0.859
 0.856
